sum.taxonomy,K0611_M8,K0613_E4,K0616_A1,K0754_E4,K0754_L7,K0755_B2,K0755_E4,K0756_A1,K0756_B2,K0756_C3,K0756_M8,K0757_G5,K0759_L7,K0759_M8,K0760_T9,K0772_T9,K0773_K6,K0773_L7,K0774_K6,K0774_T9,K0775_B2,K0775_C3,K0775_G5,K0775_M8,K0777_L7,K0778_B2,K0779_B2,K0779_L7,K0779_M8,K0779_T9,K0780_G5,K0780_K6,K0833_B2,K0833_C3,K0833_E4,K0834_G5,K0835_K6,K0835_T9,K0836_E4,K0837_E4,K0838_C3,K0838_L7,K0838_T9,K0839_A1,K0839_L7,K0840_C3,K0613_L7,K0776_T9
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;,0,2,3,1,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38,3,1,2,1,0,0,0,0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Haloferula;,6,2,0,5,0,2,0,1,1,0,1,0,0,12,0,0,0,1,7,0,9,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,2,1,0,0,4,0,0,5,1,0,0,0
Archaea;Thaumarchaeota;Nitrososphaeria;Candidatus Nitrosocaldales;Candidatus Nitrosocaldaceae;Candidatus Nitrosocaldus;Candidatus Nitrosocaldus cavascurensis,0,0,20,4,0,8,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,14,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;NA;,0,0,28,0,3,0,10,0,0,0,0,5,0,1,0,1,2,0,0,5,0,0,0,0,0,0,2,2,1,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Isosphaeraceae;Aquisphaera;Aquisphaera giovannonii,0,0,0,0,0,0,0,0,55,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Verrucomicrobium;,0,0,0,0,8,0,0,0,18,0,0,10,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,11,3,0,0,0
Eukaryota;Chlorophyta;Trebouxiophyceae;Prasiolales;Koliellaceae;NA;,0,0,0,1,5,0,0,0,9,12,0,5,0,0,0,0,6,2,0,0,0,5,4,0,0,0,10,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0
Bacteria;Actinobacteria;Nitriliruptoria;Nitriliruptorales;Nitriliruptoraceae;Nitriliruptor;Nitriliruptor sp.,0,1,0,0,0,1,0,1,0,0,0,0,1,6,1,0,0,0,35,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,3,1,10,1,0,1,1,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bosea;,0,0,0,2,6,0,0,0,18,1,0,10,0,0,0,0,1,2,3,0,0,2,1,0,1,0,0,0,0,0,1,1,0,1,0,0,2,0,0,1,6,0,1,8,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Pedomicrobium;,0,8,0,1,2,0,0,4,2,0,0,1,0,0,0,0,3,0,3,0,0,0,7,0,1,0,0,0,0,0,4,2,7,1,1,0,2,2,0,2,0,0,5,6,4,0,0,0
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azospira;Azospira sp. ANPS-21-24,0,0,0,1,5,0,7,5,0,2,0,2,0,0,0,0,1,0,0,0,7,2,1,0,1,0,1,0,0,0,0,1,0,0,6,0,11,1,0,0,10,0,0,3,1,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Candidatus Electrothrix;Candidatus Electrothrix japonica,0,0,1,1,0,2,0,1,0,0,2,0,0,0,3,2,1,0,0,0,18,2,0,3,8,0,2,0,0,0,0,5,4,0,1,1,0,2,0,0,0,2,1,0,4,2,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;Geobacter bemidjiensis,0,0,0,1,0,3,1,0,0,0,2,0,3,0,3,6,1,1,0,0,0,1,0,3,1,0,2,0,0,0,0,1,13,0,3,6,3,0,0,0,0,11,1,0,0,2,0,0
Bacteria;Actinobacteria;Actinobacteria;NA;NA;NA;actinobacterium L2002,0,0,0,1,5,1,0,0,5,3,0,4,0,0,0,2,5,3,7,1,0,1,4,0,0,0,1,0,0,0,1,0,0,6,1,2,2,0,0,0,4,0,2,8,0,0,0,0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Crocinitomicaceae;Fluviicola;,0,2,0,1,3,3,2,1,5,8,4,5,0,0,0,4,1,2,0,0,3,1,2,0,0,0,1,5,0,0,1,0,0,3,0,1,2,0,0,2,0,0,5,2,0,0,0,0
Bacteria;Firmicutes;NA;NA;NA;Hydrogenispora;Hydrogenispora ethanolica,0,0,39,0,6,0,3,0,1,1,0,1,2,0,0,0,1,0,0,2,0,0,2,0,0,0,2,0,0,0,1,0,1,1,0,1,0,0,0,1,0,3,0,0,0,1,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sandaracinobacter;,0,0,0,1,4,0,1,0,5,6,0,14,0,0,0,1,6,3,0,3,0,0,7,0,0,0,2,0,0,0,0,2,0,6,0,0,0,0,0,1,6,0,0,1,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Cellvibrio;Cellvibrio diazotrophicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;NA;Oomycetes;Pythiales;Pythiaceae;NA;,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,58,0,0,0,0,0,0,1,0,0,0,0
Archaea;Thaumarchaeota;NA;;NA;Candidatus Nitrosotenuis;Candidatus Nitrosotenuis aquarius,0,0,0,0,0,3,0,11,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,28,13,0,0,0,0,0
Bacteria;Cyanobacteria;NA;Nostocales;Nostocaceae;Cronbergia;Cronbergia siamensis,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;NA;NA;NA;Clostridia bacterium enrichment culture clone WSC-8,0,0,1,0,7,0,0,0,0,30,0,4,0,1,0,0,1,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Negativicutes;NA;;NA;,0,0,2,3,24,0,1,0,1,3,0,1,0,0,0,0,3,0,0,6,0,0,10,0,6,0,1,0,0,0,1,2,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA;,0,4,0,1,5,3,0,0,3,1,0,6,0,0,0,0,2,1,2,0,1,0,6,0,0,2,0,7,0,0,3,0,0,3,1,0,1,0,6,1,0,0,0,10,1,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter;,0,0,0,0,1,0,0,4,1,0,0,4,0,0,2,0,1,0,7,0,0,1,0,0,1,3,0,1,0,12,0,0,0,0,0,0,1,0,2,9,0,0,0,18,2,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;NA;;,25,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,24,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0
Bacteria;Candidatus Melainabacteria;NA;Vampirovibrionales;NA;Vampirovibrio;Vampirovibrio chlorellavorus,1,4,0,2,0,4,1,1,4,0,2,2,1,0,0,0,0,0,5,0,2,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,6,3,0,15,2,0,10,1,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Brevibacillus;,0,0,0,1,2,1,0,0,5,5,0,33,1,0,0,0,2,0,0,0,0,1,1,0,3,0,1,0,0,0,4,2,0,3,2,0,0,2,0,1,1,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XII. Incertae Sedis;Acidaminobacter;Acidaminobacter sp. CJ5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,52,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Desulfobacca;Desulfobacca acetoxidans,0,0,1,6,0,5,2,0,0,1,4,0,2,0,4,8,1,0,0,0,1,1,0,2,0,0,4,1,0,0,2,0,2,0,5,5,1,0,0,0,0,2,5,0,1,5,0,0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Rubritalea;Rubritalea spongiae,2,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,13,0,0,0,0,0,0,4,0,18,0,3,0,0,0,0,0,0,0,0,16,1,1,0,0,8,0,0,0,0
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;,0,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,2,0,1,0,0,0,0,0,0,2,0,4,0,0,0,9,0,0,0,0,5,10,0,0,0,2,2,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;NA;[Clostridium] cellulosi,0,0,0,4,1,2,0,0,0,0,3,0,4,0,2,10,1,0,0,5,1,2,0,6,1,0,1,0,0,0,0,1,5,0,0,10,0,1,0,0,0,3,2,0,1,6,0,0
Bacteria;Proteobacteria;Acidithiobacillia;Acidithiobacillales;Acidithiobacillaceae;Acidithiobacillus;Acidithiobacillus ferrooxidans,0,0,13,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfocapsa;Desulfocapsa sulfexigens,0,0,0,0,0,2,2,0,0,0,2,0,8,0,2,5,1,0,0,0,1,2,0,19,0,0,1,0,0,0,0,2,3,0,1,7,0,1,0,0,0,2,2,0,1,8,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;NA;Cytophagaceae bacterium UDD1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,57,0,0,0,1,0,0,1,0,0,0,8,0,0,0,2,0,0,1,0,0,0,0
Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;NA;;,0,2,0,17,13,0,0,0,4,2,0,0,0,0,0,0,5,2,0,0,0,4,9,2,0,1,0,0,0,0,2,0,0,2,0,1,0,0,0,6,0,0,0,1,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XII. Incertae Sedis;Acidaminobacter;Acidaminobacter sp. enrichment culture clone B18,0,0,0,0,8,0,6,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,23,0,0,13,4,0,9,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XVII. Incertae Sedis;Sulfobacillus;,0,0,19,0,3,0,9,0,1,0,0,1,4,0,0,5,0,0,0,6,0,0,1,9,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,4,0,0,0,1,0,0
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;NA;,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,16,0,20,0,0,5,0,8,0,0,0,18,0,0,1,0,0,0,0
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Ornatilinea;Ornatilinea apprima,0,2,0,6,0,4,0,3,0,0,5,0,6,0,4,1,3,0,0,0,0,4,0,5,2,0,1,0,0,0,0,1,5,0,2,6,1,2,0,0,2,5,3,0,0,1,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Thermomonas;,0,0,0,0,0,8,0,1,23,0,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,11,0,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Cytophaga;Cytophaga sp. enrichment culture clone Ac-C1,0,0,0,0,3,0,0,0,9,0,0,12,0,0,0,1,0,0,13,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,9,0,0,0,23,0,0,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Rhodocytophaga;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Confluentibacter;,0,0,0,0,0,0,0,0,8,0,0,8,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,8,2,0,0,33,0,0,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Cesiribacter;Cesiribacter sp. JJ021,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,34,0,0,0,21,0,0,0,0
Bacteria;Planctomycetes;Candidatus Brocadiae;Candidatus Brocadiales;Candidatus Brocadiaceae;Candidatus Scalindua;,0,0,1,1,0,4,1,0,0,0,6,0,6,0,6,6,0,2,0,0,1,2,0,8,9,0,0,0,0,0,0,1,6,0,3,1,0,2,0,0,0,3,4,0,1,2,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas;,0,2,2,1,1,0,0,5,0,0,3,0,2,0,20,0,0,1,0,1,13,6,1,0,2,0,1,0,0,0,0,2,0,0,3,1,0,2,0,0,5,0,2,0,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;NA;;,42,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,0,0,1,0,9,0,0,2,1,0,0,0,0,1,0,1,0,4,0,0,0,4,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;NA;Ruminococcaceae bacterium enrichment culture,0,0,0,0,0,0,0,23,0,0,0,0,0,0,16,0,0,0,0,0,15,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,0,0
Bacteria;NA;Candidatus Babeliae;Candidatus Babeliales;Candidatus Babeliaceae;Candidatus Babela;Candidatus Babela massiliensis,1,3,0,1,6,0,2,7,8,9,1,11,0,0,0,1,4,0,1,3,2,1,0,0,1,0,0,0,0,0,3,0,1,2,0,2,2,0,0,1,0,0,0,2,0,2,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;NA;NA;Rhizobiales bacterium TP114,0,0,0,0,7,0,0,0,24,1,0,5,0,0,0,0,2,0,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,1,1,0,3,2,0,0,0,0,21,3,0,0,0,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;NA;Thiobacter;Thiobacter sp. enrichment culture clone 35Fe79,0,2,1,0,0,0,1,41,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,2,0,0,0,0,0,0,2,0,0,0,1,6,0,0,0,11,0,2,0,1,1,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Kofleriaceae;Haliangium;,0,5,0,1,0,0,2,2,0,1,2,0,1,2,1,1,0,0,4,1,3,0,0,2,2,0,0,0,0,2,2,1,1,0,1,1,23,3,0,4,1,2,2,1,3,0,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Telluribacter;Telluribacter humicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis;,0,2,0,0,7,0,1,0,16,5,0,9,1,0,1,0,1,0,2,0,1,1,1,0,0,0,2,0,0,1,2,1,0,10,0,0,5,0,0,2,3,0,1,3,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;NA;Methyloceanibacter;Methyloceanibacter caenitepidi,0,8,0,5,0,1,0,8,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,6,24,0,0,0,0,10,7,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Kaistia;,0,0,0,1,21,0,0,6,5,2,0,23,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,2,1,0,0,4,0,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum;Desulfatibacillum sp. enrichment culture clone H12_2_72,0,0,1,0,0,8,0,0,0,0,12,0,1,0,4,0,0,0,0,0,10,0,0,6,9,0,0,0,0,0,0,0,15,0,1,1,0,5,0,0,1,1,1,0,1,1,0,0
Bacteria;Verrucomicrobia;Verrucomicrobiae;NA;NA;NA;Verrucomicrobiae bacterium pACH90,0,0,0,0,13,0,0,0,0,11,0,14,0,0,0,0,1,2,0,1,0,0,18,0,0,0,9,0,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Luteolibacter;Luteolibacter algae,0,16,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,35,1,0,0,0
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;NA;Anaerolineaceae bacterium enrichment culture,0,0,5,2,1,4,0,1,0,0,3,0,9,0,3,1,1,0,0,0,5,0,0,4,1,0,0,0,0,0,0,0,9,0,1,1,0,1,0,0,0,18,6,0,2,1,0,0
Bacteria;Chloroflexi;Thermoflexia;Thermoflexales;Thermoflexaceae;Thermoflexus;Thermoflexus hugenholtzii,0,0,0,7,0,6,0,0,0,0,2,0,7,0,6,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,21,0,3,1,0,0,0,0,0,10,1,0,0,0,0,0
Bacteria;Cyanobacteria;NA;Chroococcales;Microcystaceae;Microcystis;Microcystis sp. SAG 43.90,0,0,0,0,4,0,0,0,3,7,0,5,0,0,0,0,24,0,2,0,0,2,6,0,1,3,1,0,0,3,2,0,0,6,0,0,2,0,5,1,0,0,0,2,0,0,0,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;NA;,0,0,0,2,0,3,1,1,0,1,4,0,2,0,11,2,2,0,1,0,6,3,0,0,4,1,0,0,0,0,1,5,1,0,1,2,3,6,0,1,1,1,4,0,4,5,0,0
Bacteria;NA;NA;Haloplasmatales;Haloplasmataceae;Inordinaticella;Inordinaticella fortuita,0,0,3,0,6,0,0,0,0,12,0,1,0,1,0,0,2,0,0,5,0,0,16,0,0,0,20,0,1,0,5,0,0,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0
Bacteria;Proteobacteria;Betaproteobacteria;NA;NA;NA;beta proteobacterium Schreyahn_AOB_SSU_Aster_2,1,3,0,0,0,1,0,28,0,0,0,0,0,0,1,0,0,0,2,0,5,0,0,0,1,0,0,2,0,0,0,3,4,0,0,0,3,2,0,11,1,6,3,0,2,0,0,0
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;NA;NA;Methylophilales bacterium TP693,0,0,2,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,4,2,0,4,2,0,32,0,0,0,19,0,0,2,0,0,0,0
Bacteria;Candidatus Sumerlaeota;Candidatus Sumerlaeia;Candidatus Sumerlaeales;Candidatus Sumerlaeaceae;NA;Candidatus Sumerlaeaceae bacterium,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,1,0,1,0,3,1,3,0,4,4,0,1,0,11,1,4,0,0,0,1,1,2,18,7,3,0,0,1,7,2,0,0
Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira;Nitrospira sp. SRI-9,0,0,0,9,0,25,0,0,0,0,0,0,29,0,4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Jahnella;Jahnella thaxteri,0,0,1,2,0,2,1,2,1,0,1,1,1,1,0,2,0,0,11,0,2,1,0,1,2,0,3,0,0,2,1,2,2,0,4,2,2,0,0,15,0,1,5,8,2,0,0,0
Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Acidobacterium;Acidobacterium sp. SCGC AAA007-N14,0,4,0,2,2,2,0,4,1,0,1,2,0,0,2,0,0,0,8,0,1,0,0,0,0,3,0,5,0,2,2,1,2,3,1,0,1,0,0,26,3,0,0,4,0,0,0,0
Bacteria;Aquificae;Aquificae;Desulfurobacteriales;Desulfurobacteriaceae;Balnearium;Uncultured Balnearium sp.,0,0,0,2,22,0,1,0,0,3,0,0,1,0,0,0,0,10,0,0,0,0,9,0,1,0,0,0,0,2,8,0,0,21,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Ornithinibacillus;Ornithinibacillus sp. 8-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Rhodopseudomonas;,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Azonexaceae;NA;,0,0,1,4,6,1,2,3,0,0,0,0,0,0,21,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,3,6,2,7,2,1,0,0,0
Bacteria;Acidobacteria;Acidobacteriia;Bryobacterales;Bryobacteraceae;Paludibaculum;,0,0,8,1,1,3,2,2,0,10,7,0,1,0,1,1,4,0,0,6,1,1,6,0,1,0,2,0,0,0,0,2,4,1,2,6,2,3,0,0,0,0,1,0,2,2,0,0
Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter;,0,0,0,1,7,0,0,1,3,1,0,16,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,1,41,0,0,1,0,0,1,3,0,0,0,1,0,0,0
Bacteria;Chloroflexi;Ktedonobacteria;NA;;NA;,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,4,8,0,20,0,1,0,0,0,1,0,15,0,0,0,0,0,0,3,1,0,5,0,0,1,2,0,7,7,0,2,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter baumannii,3,22,0,1,1,2,0,6,2,1,2,1,0,0,3,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,3,3,0,2,0,2,8,0,0,12,1,0,2,1,0,0,0
Archaea;Euryarchaeota;Halobacteria;Haloferacales;Halorubraceae;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,2,0,1,49,0,0,1,9,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;NA;NA;NA;metal-contaminated soil clone K20-25,0,0,8,0,7,0,0,0,0,11,0,9,0,0,0,1,9,0,0,0,2,0,0,0,0,0,0,0,0,0,14,1,4,1,0,1,0,0,0,5,0,5,2,0,3,1,0,0
Bacteria;Kiritimatiellaeota;Kiritimatiellae;Kiritimatiellales;Kiritimatiellaceae;Kiritimatiella;Kiritimatiella glycovorans,0,0,2,1,0,1,0,2,1,0,3,0,2,0,1,2,0,0,0,0,8,2,0,10,5,0,0,0,0,0,1,4,6,0,23,2,0,0,0,0,1,1,2,0,2,2,0,0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Rubinisphaera;Rubinisphaera sp.,0,16,0,0,0,1,0,4,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,1,0,12,4,0,0,19,0,2,9,5,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;NA;Rhodobacteraceae bacterium Pet-1,0,0,0,0,2,0,8,0,0,31,0,2,0,0,0,0,6,0,0,0,0,14,0,0,0,0,10,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;NA;Coriobacteriaceae bacterium enrichment culture,0,0,5,0,13,0,1,0,2,8,0,9,0,0,1,1,7,1,0,4,3,0,13,0,1,0,0,0,0,1,0,1,0,6,2,0,0,0,0,0,0,0,0,4,2,0,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;Echinicola;,0,4,0,0,1,1,0,0,23,0,0,0,0,11,0,0,0,0,16,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,13,0,0,8,0,0,0,0
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Leptolinea;Leptolinea sp. enrichment culture clone Y223,0,0,3,4,1,4,1,2,0,0,6,0,9,0,3,2,2,0,0,2,3,5,0,4,2,0,2,0,0,0,3,1,2,0,2,7,1,2,0,0,0,4,3,0,1,4,0,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus;,0,0,0,0,0,2,11,1,1,0,2,0,1,0,0,1,1,0,3,0,1,0,0,0,1,0,0,0,0,0,1,1,2,0,52,0,2,1,0,0,0,0,1,0,0,0,0,0
